,単語,ネガポジ値
1198,臆病者だ,-1
1199,臆病者です,-1
1200,臆病者と,-1
1201,臆病者の,-1
1202,恩着せがましい,-1
1203,下にもおけない,-1
1204,下らない,-1
1205,下賎だ,-1
1206,下賎です,-1
1207,下等だ,-1
1208,下等です,-1
1209,下劣だ,-1
1210,下劣です,-1
1211,何にもならない,-1
1212,何のへんてつもない,-1
1213,可哀相だ,-1
1214,可哀相です,-1
1215,火の消えたよう,-1
1216,禍々しい,-1
1217,禍禍しい,-1
1218,苛酷だ,-1
1219,苛酷です,-1
1220,苛烈だ,-1
1221,苛烈です,-1
1222,過ち,-1
1223,過酷だ,-1
1224,過酷です,-1
1225,我が物顔だ,-1
1226,我が物顔です,-1
1227,我が物顔と,-1
1228,我が物顔の,-1
1229,画一的だ,-1
1230,画一的です,-1
1231,怪しい,-1
1232,怪しげだ,-1
1233,怪しげです,-1
1234,怪異だ,-1
1235,怪異です,-1
1236,怪奇だ,-1
1237,怪奇です,-1
1238,格好悪い,-1
1239,角のある,-1
1240,角張りすぎる,-1
1241,隔靴掻痒だ,-1
1242,隔靴掻痒です,-1
1243,隔靴掻痒と,-1
1244,隔靴掻痒の,-1
1245,隔心だ,-1
1246,隔心です,-1
1247,隔心と,-1
1248,隔心の,-1
1249,楽しみがない,-1
1250,割に合わない,-1
1251,恰好わるい,-1
1252,恰好悪い,-1
1253,寒々,-1
1254,寒ざむ,-1
1255,寒寒,-1
1256,勘弁だ,-1
1257,感情的だ,-1
1258,感情的です,-1
1259,甘ｋ見る,-1
1260,甘ったれる,-1
1261,緩い,-1
1262,間が悪い,-1
1263,間の延びた,-1
1264,間延び,-1
1265,間延びした,-1
1266,間尺に合わない,-1
1267,閑散だ,-1
1268,閑散です,-1
1269,頑愚だ,-1
1270,頑愚です,-1
1271,頑愚と,-1
1272,頑愚の,-1
1273,頑冥だ,-1
1274,頑冥です,-1
1275,頑迷だ,-1
1276,頑迷です,-1
1277,顔負けだ,-1
1278,顔負けです,-1
1279,顔負けと,-1
1280,顔負けの,-1
1281,危うい,-1
1282,危ない,-1
1283,危なっかしい,-1
1284,奇々怪々だ,-1
1285,奇々怪々です,-1
1286,奇々怪々と,-1
1287,奇々怪々の,-1
1288,奇っ怪だ,-1
1289,奇っ怪です,-1
1290,奇奇怪怪だ,-1
1291,奇奇怪怪です,-1
1292,奇奇怪怪と,-1
1293,奇奇怪怪の,-1
1294,奇態だ,-1
1295,奇態です,-1
1296,希薄だ,-1
1297,希薄です,-1
1298,忌まわしい,-1
1299,忌わしい,-1
1300,機械的だ,-1
1301,機械的です,-1
1302,機嫌が悪い,-1
1303,気が遠くなる,-1
1304,気が遠のく,-1
1305,気が強い,-1
1306,気が塞ぐ,-1
1307,気が弱い,-1
1308,気が重い,-1
1309,気が小さい,-1
1310,気が短い,-1
1311,気が沈む,-1
1312,気にくわない,-1
1313,気むつかしい,-1
1314,気ぜわしい,-1
1315,気むずかしい,-1
1316,気弱だ,-1
1317,気弱です,-1
1318,気取った,-1
1319,気色が悪い,-1
1320,気早だ,-1
1321,気早です,-1
1322,気短だ,-1
1323,気短です,-1
1324,気難しい,-1
1325,気付きにくい,-1
1326,気分が悪い,-1
1327,気忙しい,-1
1328,気味が悪い,-1
1329,稀薄だ,-1
1330,稀薄です,-1
1331,儀式張った,-1
1332,戯けです,-1
1333,戯けと,-1
1334,戯けの,-1
1335,疑い深い,-1
1336,疑わしい,-1
1337,疑問だ,-1
1338,詰屈だ,-1
1339,詰屈です,-1
1340,逆賊だ,-1
1341,逆賊です,-1
1342,逆賊と,-1
1343,逆賊の,-1
1344,泣き所だ,-1
1345,泣き所です,-1
1346,泣き所と,-1
1347,泣き所の,-1
1348,泣き虫だ,-1
1349,泣き虫です,-1
1350,泣き虫と,-1
1351,泣き虫の,-1
1352,居丈高だ,-1
1353,居丈高です,-1
1354,虚仮だ,-1
1355,虚仮です,-1
1356,虚仮と,-1
1357,虚仮の,-1
1358,許しがたい,-1
1359,凶漢だ,-1
1360,凶漢です,-1
1361,凶漢と,-1
1362,凶漢の,-1
1363,凶暴だ,-1
1364,凶暴です,-1
1365,凶猛だ,-1
1366,凶猛です,-1
1367,凶猛と,-1
1368,凶猛の,-1
1369,強情張だ,-1
1370,強情張です,-1
1371,強情張と,-1
1372,強情張の,-1
1373,強情っぱりだ,-1
1374,強情っぱりです,-1
1375,強欲だ,-1
1376,強欲です,-1
1377,怯懦だ,-1
1378,怯懦です,-1
1379,怯懦と,-1
1380,怯懦の,-1
1381,恐るべき,-1
1382,恐れがある,-1
1383,恐れ多い,-1
1384,狂わしい,-1
1385,狂人だ,-1
1386,狂人です,-1
1387,狂人と,-1
1388,狂人の,-1
1389,狂暴だ,-1
1390,狂暴です,-1
1391,狂乱,-1
1392,狭苦しい,-1
1393,狭量だ,-1
1394,狭量です,-1
1395,狭隘だ,-1
1396,狭隘です,-1
1397,脅かす,-1
1398,興味がない,-1
1399,驚きがない,-1
1400,仰々しい,-1
1401,仰仰しい,-1
1402,業突く張りだ,-1
1403,業突く張りです,-1
1404,業突く張りと,-1
1405,業突く張りの,-1
1406,極貧だ,-1
1407,極貧です,-1
1408,極貧と,-1
1409,極貧の,-1
1410,僅少だ,-1
1411,僅少です,-1
1412,僅少と,-1
1413,僅少の,-1
1414,近目だ,-1
1415,近目です,-1
1416,近目と,-1
1417,近目の,-1
1418,銀流しだ,-1
1419,銀流しです,-1
1420,銀流しと,-1
1421,銀流しの,-1
1422,苦になる,-1
1423,苦々しい,-1
1424,苦し紛れだ,-1
1425,苦し紛れです,-1
1426,苦肉の策だ,-1
1427,苦肉の策です,-1
1428,苦肉の策と,-1
1429,苦肉の策の,-1
1430,愚にもつかぬ,-1
1431,愚の骨頂だ,-1
1432,愚の骨頂です,-1
1433,愚の骨頂と,-1
1434,愚の骨頂の,-1
1435,愚か,-1
1436,愚かしい,-1
1437,愚人だ,-1
1438,愚人です,-1
1439,愚人と,-1
1440,愚人の,-1
1441,愚図だ,-1
1442,愚図です,-1
1443,愚図と,-1
1444,愚図の,-1
1445,愚直だ,-1
1446,愚直です,-1
1447,愚直と,-1
1448,愚直の,-1
1449,愚鈍だ,-1
1450,愚鈍です,-1
1451,愚鈍と,-1
1452,愚鈍の,-1
1453,愚物だ,-1
1454,愚物です,-1
1455,愚物と,-1
1456,愚物の,-1
1457,愚昧だ,-1
1458,愚昧です,-1
1459,愚劣だ,-1
1460,愚劣です,-1
1461,愚劣と,-1
1462,愚劣の,-1
1463,空々しい,-1
1464,空しい,-1
1465,空回り,-1
1466,空恐ろしい,-1
1467,空空しい,-1
1468,空疎だ,-1
1469,空疎です,-1
1470,空中楼閣だ,-1
1471,空中楼閣です,-1
1472,空中楼閣と,-1
1473,空中楼閣の,-1
1474,屈伏,-1
1475,屈服,-1
1476,型にはまる,-1
1477,形無しだ,-1
1478,形無しです,-1
1479,形無しと,-1
1480,形無しの,-1
1481,軽々しい,-1
1482,軽はずみだ,-1
1483,軽はずみです,-1
1484,軽はずみと,-1
1485,軽はずみの,-1
1486,軽視,-1
1487,軽蔑,-1
1488,軽躁だ,-1
1489,軽躁です,-1
1490,軽躁と,-1
1491,軽躁の,-1
1492,激越だ,-1
1493,激越です,-1
1494,隙だらけ,-1
1495,欠陥がある,-1
1496,欠陥品,-1
1497,血も涙もない,-1
1498,血の気が多い,-1
1499,喧しい,-1
1500,喧嘩腰だ,-1
1501,喧嘩腰です,-1
1502,喧嘩腰と,-1
1503,喧嘩腰の,-1
1504,堅苦しい,-1
1505,堅物だ,-1
1506,堅物です,-1
1507,堅物と,-1
1508,堅物の,-1
1509,嫌らしい,-1
1510,嫌みだ,-1
1511,嫌みです,-1
1512,嫌みと,-1
1513,嫌みの,-1
1514,嫌味たらしい,-1
1515,嫌味ったらしい,-1
1516,見えっ張りだ,-1
1517,見えっ張りです,-1
1518,見ぐるしい,-1
1519,見づらい,-1
1520,見にくい,-1
1521,見るかげもない,-1
1522,見る影もない,-1
1523,見下す,-1
1524,見苦しい,-1
1525,見向きもしない,-1
1526,険しい,-1
1527,険悪だ,-1
1528,険悪です,-1
1529,険悪と,-1
1530,険悪の,-1
1531,険難だ,-1
1532,険難です,-1
1533,元も子もない,-1
1534,厳つい,-1
1535,厳酷だ,-1
1536,厳酷です,-1
1537,幻怪だ,-1
1538,幻怪です,-1
1539,幻怪と,-1
1540,幻怪の,-1
1541,言語道断だ,-1
1542,言語道断です,-1
1543,言語道断と,-1
1544,言語道断の,-1
1545,個性がない,-1
1546,個性はない,-1
1547,古めかしい,-1
1548,古臭い,-1
1549,固陋だ,-1
1550,固陋です,-1
1551,姑息だ,-1
1552,姑息です,-1
1553,胡散臭い,-1
1554,誇大だ,-1
1555,誇大です,-1
1556,後のまつりだ,-1
1557,後のまつりです,-1
1558,後のまつりと,-1
1559,後のまつりの,-1
1560,後の祭りだ,-1
1561,後の祭りです,-1
1562,後の祭りと,-1
1563,後の祭りの,-1
1564,後悔先に立たぬ,-1
1565,御粗末だ,-1
1566,御粗末です,-1
1567,御機嫌斜めだ,-1
1568,御機嫌斜めです,-1
1569,御機嫌斜めと,-1
1570,御機嫌斜めの,-1
1571,御大層だ,-1
1572,御大層です,-1
1573,効きすぎる,-1
1574,効きにくい,-1
1575,効き難い,-1
1576,厚かましい,-1
1577,厚ぼったい,-1
1578,厚顔だ,-1
1579,厚顔です,-1
1580,口がさびしい,-1
1581,口が軽い,-1
1582,口ほどにもない,-1
1583,口惜しい,-1
1584,口先だけ,-1
1585,口先だけの,-1
1586,向う見ずだ,-1
1587,向う見ずです,-1
1588,好い加減だ,-1
1589,好い加減です,-1
1590,好きものだ,-1
1591,好きものです,-1
1592,好きものと,-1
1593,好きものの,-1
1594,好き嫌いがある,-1
1595,好き嫌いはある,-1
1596,巧言令色だ,-1
1597,巧言令色です,-1
1598,巧言令色と,-1
1599,巧言令色の,-1
1600,慌しい,-1
1601,慌ただしい,-1
1602,甲斐性無い,-1
1603,糠に釘だ,-1
1604,糠に釘です,-1
1605,糠に釘と,-1
1606,糠に釘の,-1
1607,荒々しい,-1
1608,荒くれた,-1
1609,荒っぽい,-1
1610,荒らかだ,-1
1611,荒らかです,-1
1612,荒荒しい,-1
1613,荒削りだ,-1
1614,荒削りです,-1
1615,荒削りと,-1
1616,荒削りの,-1
1617,荒誕だ,-1
1618,荒誕です,-1
1619,荒誕と,-1
1620,荒誕の,-1
1621,荒唐だ,-1
1622,荒唐です,-1
1623,荒唐と,-1
1624,荒唐の,-1
1625,高慢だ,-1
1626,高慢です,-1
1627,高慢と,-1
1628,高慢の,-1
1629,高慢ちきだ,-1
1630,高慢ちきです,-1
1631,高慢ちきと,-1
1632,高慢ちきの,-1
1633,剛愎だ,-1
1634,剛愎です,-1
1635,剛愎と,-1
1636,剛愎の,-1
1637,合わせにくい,-1
1638,酷たらしい,-1
1639,酷だ,-1
1640,酷です,-1
1641,酷と,-1
1642,酷の,-1
1643,酷い,-1
1644,酷しい,-1
1645,酷薄だ,-1
1646,酷薄です,-1
1647,酷薄と,-1
1648,酷薄の,-1
1649,酷烈だ,-1
1650,酷烈です,-1
1651,腰が弱い,-1
1652,腰が重い,-1
1653,腰砕けだ,-1
1654,腰砕けです,-1
1655,腰砕けと,-1
1656,腰砕けの,-1
1657,腰弱だ,-1
1658,腰弱です,-1
1659,腰抜けだ,-1
1660,腰抜けです,-1
1661,腰抜けと,-1
1662,腰抜けの,-1
1663,今ひとつ,-1
1664,今一つだ,-1
1665,今一つです,-1
1666,今一つと,-1
1667,今一つの,-1
1668,恨み骨髄に徹する,-1
1669,恨めしい,-1
1670,根性悪だ,-1
1671,根性悪です,-1
1672,根性悪と,-1
1673,根性悪の,-1
1674,根性曲り,-1
1675,根無しだ,-1
1676,根無しです,-1
1677,根無しと,-1
1678,根無しの,-1
1679,差がある,-1
1680,差が激しい,-1
1681,差はある,-1
1682,差し支える,-1
1683,差し出がましい,-1
1684,差支える,-1
1685,差別的だ,-1
1686,差別的です,-1
1687,細細,-1
1688,在り来りだ,-1
1689,在り来りです,-1
1690,罪ぶかい,-1
1691,罪作りだ,-1
1692,罪作りです,-1
1693,罪作りと,-1
1694,罪作りの,-1
1695,罪深い,-1
1696,策士だ,-1
1697,策士です,-1
1698,策士と,-1
1699,策士の,-1
1700,擦れっ枯らしだ,-1
1701,擦れっ枯らしです,-1
1702,擦れっ枯らしと,-1
1703,擦れっ枯らしの,-1
1704,殺人的だ,-1
1705,殺人的です,-1
1706,殺伐だ,-1
1707,殺伐です,-1
1708,殺伐の,-1
1709,殺伐と,-1
1710,雑だ,-1
1711,雑です,-1
1712,雑と,-1
1713,雑の,-1
1714,雑然だ,-1
1715,雑然です,-1
1716,雑然の,-1
1717,惨い,-1
1718,惨たらしい,-1
1719,惨烈だ,-1
1720,惨烈です,-1
1721,惨烈と,-1
1722,惨烈の,-1
1723,惨憺だ,-1
1724,惨憺です,-1
1725,惨憺と,-1
1726,惨憺の,-1
1727,散々だ,-1
1728,散々です,-1
1729,散散だ,-1
1730,散散です,-1
1731,酸鼻だ,-1
1732,酸鼻です,-1
1733,酸鼻と,-1
1734,酸鼻の,-1
1735,残り惜しい,-1
1736,残り多い,-1
1737,残刻だ,-1
1738,残刻です,-1
1739,残忍だ,-1
1740,残忍です,-1
1741,残忍と,-1
1742,残忍の,-1
1743,仕方がない,-1
1744,仕方ない,-1
1745,仕方のない,-1
1746,使いづらい,-1
1747,使いにくい,-1
1748,使い難い,-1
1749,使い物にならない,-1
1750,刺々しい,-1
1751,刺刺しい,-1
1752,子供っぽい,-1
1753,子供だましだ,-1
1754,子供だましです,-1
1755,子供だましと,-1
1756,子供だましの,-1
1757,子供騙しだ,-1
1758,子供騙しです,-1
1759,子供騙しと,-1
1760,子供騙しの,-1
1761,思いきりの悪い,-1
1762,思い切りの悪い,-1
1763,思わしくない,-1
1764,支障がある,-1
1765,脂こい,-1
1766,脂っこい,-1
1767,歯が立たない,-1
1768,歯痒い,-1
1769,耳年増だ,-1
1770,耳年増です,-1
1771,耳年増と,-1
1772,耳年増の,-1
1773,自縄自縛だ,-1
1774,自縄自縛です,-1
1775,自縄自縛と,-1
1776,自縄自縛の,-1
1777,七転八倒だ,-1
1778,七転八倒です,-1
1779,七転八倒と,-1
1780,七転八倒の,-1
1781,七面倒臭い,-1
1782,執念深い,-1
1783,質感がない,-1
1784,邪険だ,-1
1785,邪険です,-1
1786,邪魔者,-1
1787,邪魔物,-1
1788,邪魔くさい,-1
1789,邪慳だ,-1
1790,邪慳です,-1
1791,寂しげだ,-1
1792,寂しげです,-1
1793,寂しげと,-1
1794,寂しげの,-1
1795,寂れる,-1
1796,寂寞だ,-1
1797,寂寞です,-1
1798,寂寞と,-1
1799,寂寞の,-1
1800,弱々しい,-1
1801,弱り目だ,-1
1802,弱り目です,-1
1803,弱り目と,-1
1804,弱り目にたたり目だ,-1
1805,弱り目にたたり目です,-1
1806,弱り目にたたり目と,-1
1807,弱り目にたたり目の,-1
1808,弱り目の,-1
1809,弱虫だ,-1
1810,弱虫です,-1
1811,弱虫と,-1
1812,弱虫の,-1
1813,守銭奴だ,-1
1814,守銭奴です,-1
1815,守銭奴と,-1
1816,守銭奴の,-1
1817,手がつけられない,-1
1818,手が出ない,-1
1819,手が足りない,-1
1820,手におえない,-1
1821,手に余る,-1
1822,手の出し様がない,-1
1823,手ぬるい,-1
1824,手ひどい,-1
1825,手緩い,-1
1826,手狭だ,-1
1827,手狭です,-1
1828,手狭と,-1
1829,手狭の,-1
1830,手厳しい,-1
1831,手荒だ,-1
1832,手荒です,-1
1833,手荒い,-1
1834,手酷い,-1
1835,手重い,-1
1836,手痛い,-1
1837,手薄だ,-1
1838,手薄です,-1
1839,酒落臭いだ,-1
1840,酒落臭いです,-1
1841,酒落臭いと,-1
1842,酒落臭いの,-1
1843,受け入れ難い,-1
1844,受け付けない,-1
1845,呪わしい,-1
1846,臭い,-1
1847,醜い,-1
1848,重々しい,-1
1849,重苦しい,-1
1850,重重しい,-1
1851,術無い,-1
1852,峻険だ,-1
1853,峻険です,-1
1854,峻厳だ,-1
1855,峻厳です,-1
1856,峻嶮だ,-1
1857,峻嶮です,-1
1858,暑がりだ,-1
1859,暑がりです,-1
1860,暑がりと,-1
1861,暑がりの,-1
1862,暑苦しい,-1
1863,女たらしだ,-1
1864,女たらしです,-1
1865,女たらしと,-1
1866,女たらしの,-1
1867,女女しい,-1
1868,小難しい,-1
1869,小汚い,-1
1870,小気味が悪い,-1
1871,小賢しい,-1
1872,小心翼翼だ,-1
1873,小心翼翼です,-1
1874,小心翼翼と,-1
1875,小心翼翼の,-1
1876,小憎らしい,-1
1877,小便くさい,-1
1878,小面憎い,-1
1879,小利口だ,-1
1880,小利口です,-1
1881,小癪にさわる,-1
1882,焦れったい,-1
1883,省きすぎる,-1
1884,笑止千万です,-1
1885,笑止千万と,-1
1886,笑止千万の,-1
1887,上っ面だけ,-1
1888,上滑りだ,-1
1889,上滑りです,-1
1890,上辷りだ,-1
1891,上辷りです,-1
1892,冗談じゃない,-1
1893,冗長だ,-1
1894,冗長です,-1
1895,冗漫だ,-1
1896,冗漫です,-1
1897,情けが無い,-1
1898,情け知らず,-1
1899,情け容赦もない,-1
1900,情けない,-1
1901,情強だ,-1
1902,情強です,-1
1903,色あせる,-1
1904,色気がない,-1
1905,尻が軽い,-1
1906,尻が重い,-1
1907,尻の穴が小さい,-1
1908,尻ごみ,-1
1909,尻軽だ,-1
1910,尻軽です,-1
1911,尻込み,-1
1912,伸びがない,-1
1913,信じがたい,-1
1914,寝覚めが悪い,-1
1915,寝苦しい,-1
1916,寝耳に水だ,-1
1917,寝耳に水です,-1
1918,寝耳に水と,-1
1919,寝耳に水の,-1
1920,心が重い,-1
1921,心が騒ぐ,-1
1922,心を乱す,-1
1923,心許ない,-1
1924,心許無い,-1
1925,心苦しい,-1
1926,心無い,-1
1927,心憂い,-1
1928,新鮮味はない,-1
1929,深みがない,-1
1930,身もふたもない,-1
1931,身も蓋もない,-1
1932,身の程知らずだ,-1
1933,身の程知らずです,-1
1934,身の程知らずと,-1
1935,身の程知らずの,-1
1936,辛気くさい,-1
1937,辛気臭い,-1
1938,人が悪い,-1
1939,人を食った,-1
1940,人気がない,-1
1941,人気はない,-1
1942,人泣かせだ,-1
1943,人泣かせです,-1
1944,人泣かせと,-1
1945,人泣かせの,-1
1946,人聞きが悪い,-1
1947,人聞きの悪い,-1
1948,人目につく,-1
1949,人恋しい,-1
1950,図々しい,-1
1951,水の泡だ,-1
1952,水の泡です,-1
1953,水の泡と,-1
1954,水の泡になる,-1
1955,水の泡の,-1
1956,水臭い,-1
1957,嵩張る,-1
1958,寸づまりだ,-1
1959,寸づまりです,-1
1960,寸づまりと,-1
1961,寸づまりの,-1
1962,寸足らずだ,-1
1963,寸足らずです,-1
1964,寸足らずと,-1
1965,寸足らずの,-1
1966,世間知らず,-1
1967,世知辛い,-1
1968,凄惨だ,-1
1969,凄惨です,-1
1970,凄惨と,-1
1971,凄惨の,-1
1972,凄絶だ,-1
1973,凄絶です,-1
1974,凄絶と,-1
1975,凄絶の,-1
1976,性悪だ,-1
1977,性悪です,-1
1978,生ぬるい,-1
1979,生硬だ,-1
1980,生硬です,-1
1981,生煮えだ,-1
1982,生煮えです,-1
1983,生煮えと,-1
1984,生煮えの,-1
1985,青臭い,-1
1986,青二才だ,-1
1987,青二才です,-1
1988,青二才と,-1
1989,青二才の,-1
1990,脆い,-1
1991,惜しい,-1
1992,惜しくも,-1
1993,拙い,-1
1994,拙劣だ,-1
1995,拙劣です,-1
1996,節度がない,-1
1997,絶体絶命だ,-1
1998,絶体絶命です,-1
1999,絶体絶命と,-1
2000,絶体絶命の,-1
2001,絶望的だ,-1
2002,絶望的です,-1
2003,舌先三寸だ,-1
2004,舌先三寸です,-1
2005,舌先三寸と,-1
2006,舌先三寸の,-1
2007,戦闘的だ,-1
2008,戦闘的です,-1
2009,浅はかだ,-1
2010,浅はかです,-1
2011,浅ましい,-1
2012,浅薄だ,-1
2013,浅薄です,-1
2014,浅慮だ,-1
2015,浅慮です,-1
2016,浅慮と,-1
2017,浅慮の,-1
2018,詮無い,-1
2019,賎しい,-1
2020,疎い,-1
2021,疎かだ,-1
2022,疎かです,-1
2023,疎ましい,-1
2024,疎略だ,-1
2025,疎略です,-1
2026,疎略と,-1
2027,疎略の,-1
2028,粗削りだ,-1
2029,粗削りです,-1
2030,粗削りと,-1
2031,粗削りの,-1
2032,粗雑だ,-1
2033,粗雑です,-1
2034,粗大だ,-1
2035,粗大です,-1
2036,粗暴だ,-1
2037,粗暴です,-1
2038,粗暴と,-1
2039,粗暴の,-1
2040,粗末だ,-1
2041,粗末です,-1
2042,粗野だ,-1
2043,粗野です,-1
2044,粗笨だ,-1
2045,粗笨です,-1
2046,粗笨と,-1
2047,粗笨の,-1
2048,素気無い,-1
2049,素っ気ない,-1
2050,素っ気もない,-1
2051,素っ気も無い,-1
2052,素っ気無い,-1
2053,素っ頓狂だ,-1
2054,素っ頓狂です,-1
2055,素頓狂だ,-1
2056,素頓狂です,-1
2057,鼠輩だ,-1
2058,鼠輩です,-1
2059,鼠輩と,-1
2060,鼠輩の,-1
2061,早計だ,-1
2062,早計です,-1
2063,早計と,-1
2064,早計の,-1
2065,騒々しい,-1
2066,騒がしい,-1
2067,騒然たる,-1
2068,騒騒しい,-1
2069,増悪,-1
2070,憎々しい,-1
2071,憎体だ,-1
2072,憎体です,-1
2073,息苦しい,-1
2074,俗っぽい,-1
2075,俗悪だ,-1
2076,俗悪です,-1
2077,俗悪と,-1
2078,俗悪の,-1
2079,俗物だ,-1
2080,俗物です,-1
2081,俗物と,-1
2082,俗物の,-1
2083,俗離れだ,-1
2084,俗離れです,-1
2085,俗離れと,-1
2086,俗離れの,-1
2087,卒爾だ,-1
2088,卒爾です,-1
2089,卒爾と,-1
2090,卒爾の,-1
2091,遜色がある,-1
2092,多情多恨だ,-1
2093,多情多恨です,-1
2094,多情多恨と,-1
2095,多情多恨の,-1
2096,惰弱だ,-1
2097,惰弱です,-1
2098,駄目,-1
2099,耐え難い,-1
2100,態とらしい,-1
2101,態度が大きい,-1
2102,大それた,-1
2103,大仰だ,-1
2104,大仰です,-1
2105,大愚だ,-1
2106,大愚です,-1
2107,大愚と,-1
2108,大愚の,-1
2109,大形だ,-1
2110,大形です,-1
2111,大嫌いだ,-1
2112,大嫌いです,-1
2113,濁るた,-1
2114,嘆かわしい,-1
2115,短慮だ,-1
2116,短慮です,-1
2117,暖簾に腕押しだ,-1
2118,暖簾に腕押しです,-1
2119,暖簾に腕押しと,-1
2120,暖簾に腕押しの,-1
2121,男尊女卑だ,-1
2122,男尊女卑です,-1
2123,男尊女卑と,-1
2124,男尊女卑の,-1
2125,値が張る,-1
2126,恥知らずだ,-1
2127,恥知らずです,-1
2128,恥知らずと,-1
2129,恥知らずの,-1
2130,恥曝しだ,-1
2131,恥曝しです,-1
2132,痴れ者だ,-1
2133,痴れ者です,-1
2134,痴れ者と,-1
2135,痴れ者の,-1
2136,稚気だ,-1
2137,稚気です,-1
2138,稚気と,-1
2139,稚気の,-1
2140,致し方ない,-1
2141,致し方無い,-1
2142,致命的だ,-1
2143,致命的です,-1
2144,遅々たる,-1
2145,遅い,-1
2146,遅緩だ,-1
2147,遅緩です,-1
2148,遅緩と,-1
2149,遅緩の,-1
2150,遅鈍だ,-1
2151,遅鈍です,-1
2152,遅鈍と,-1
2153,遅鈍の,-1
2154,茶番劇だ,-1
2155,茶番劇です,-1
2156,茶番劇と,-1
2157,茶番劇の,-1
2158,虫がいい,-1
2159,虫が好くない,-1
2160,虫のいい,-1
2161,虫酸が走る,-1
2162,張りつめる,-1
2163,張り出しすぎ,-1
2164,挑発的だ,-1
2165,挑発的です,-1
2166,調子はずれだ,-1
2167,調子はずれです,-1
2168,調子はずれと,-1
2169,調子はずれの,-1
2170,長たらしい,-1
2171,沈痛だ,-1
2172,沈痛です,-1
2173,沈鬱だ,-1
2174,沈鬱です,-1
2175,沈鬱と,-1
2176,沈鬱の,-1
2177,陳腐だ,-1
2178,陳腐です,-1
2179,痛々しい,-1
2180,痛ましい,-1
2181,低級だ,-1
2182,低級です,-1
2183,低質だ,-1
2184,低質です,-1
2185,低質と,-1
2186,低質の,-1
2187,低俗だ,-1
2188,低俗です,-1
2189,低能だ,-1
2190,低能です,-1
2191,低能と,-1
2192,低能の,-1
2193,低劣だ,-1
2194,低劣です,-1
2195,底が浅い,-1
2196,底が知れない,-1
2197,底意地の悪い,-1
2198,程遠い,-1
2199,締まりがない,-1
2200,締まりが無い,-1
2201,締まりのない,-1
2202,締まり屋だ,-1
2203,締まり屋です,-1
2204,締まり屋と,-1
2205,締まり屋の,-1
2206,締りがない,-1
2207,締りが無い,-1
2208,諦めの悪い,-1
2209,泥くさい,-1
2210,泥臭い,-1
2211,鉄面皮だ,-1
2212,鉄面皮です,-1
2213,天保銭だ,-1
2214,天保銭です,-1
2215,天保銭と,-1
2216,天保銭の,-1
2217,田舎くさい,-1
2218,田舎っぽい,-1
2219,田舎臭い,-1
2220,徒だ,-1
2221,徒です,-1
2222,徒爾だ,-1
2223,徒爾です,-1
2224,徒爾と,-1
2225,徒爾の,-1
2226,杜撰だ,-1
2227,杜撰です,-1
2228,杜撰と,-1
2229,杜撰の,-1
2230,途方もない,-1
2231,途方も無い,-1
2232,都合が悪い,-1
2233,度が強い,-1
2234,度し難い,-1
2235,土くさい,-1
2236,土臭い,-1
2237,怒りっぽい,-1
2238,怒り心頭だ,-1
2239,怒り心頭です,-1
2240,怒り心頭と,-1
2241,怒り心頭に発する,-1
2242,怒り心頭の,-1
2243,盗人猛猛しい,-1
2244,逃げ腰だ,-1
2245,逃げ腰です,-1
2246,逃げ腰と,-1
2247,逃げ腰の,-1
2248,頭が固い,-1
2249,頭が高い,-1
2250,頭へ来る,-1
2251,頭をひねる,-1
2252,頭を捻る,-1
2253,頭を冷やす,-1
2254,道理に外れた,-1
2255,得体の知れない,-1
2256,毒にも薬にもならぬ,-1
2257,毒々しい,-1
2258,独断的だ,-1
2259,独断的です,-1
2260,突拍子もない,-1
2261,突慳貪だ,-1
2262,突慳貪です,-1
2263,豚に真珠だ,-1
2264,豚に真珠です,-1
2265,豚に真珠と,-1
2266,豚に真珠の,-1
2267,鈍,-1
2268,鈍臭い,-1
2269,鈍根だ,-1
2270,鈍根です,-1
2271,鈍根と,-1
2272,鈍根の,-1
2273,鈍重だ,-1
2274,鈍重です,-1
2275,鈍重と,-1
2276,鈍重の,-1
2277,鈍物だ,-1
2278,鈍物です,-1
2279,鈍物と,-1
2280,鈍物の,-1
2281,内弁慶だ,-1
2282,内弁慶です,-1
2283,内弁慶と,-1
2284,内弁慶の,-1
2285,馴れ馴れしい,-1
2286,難がある,-1
2287,難物だ,-1
2288,難物です,-1
2289,難物と,-1
2290,難物の,-1
2291,二の句がつげない,-1
2292,二目と見られない,-1
2293,日陰者だ,-1
2294,日陰者です,-1
2295,日陰者と,-1
2296,日陰者の,-1
2297,乳臭だ,-1
2298,乳臭です,-1
2299,乳臭と,-1
2300,乳臭の,-1
2301,乳臭い,-1
2302,入りづらい,-1
2303,入りにくい,-1
2304,如何わしい,-1
2305,猫に小判だ,-1
2306,猫に小判です,-1
2307,猫に小判と,-1
2308,猫に小判の,-1
2309,猫の額だ,-1
2310,猫の額です,-1
2311,猫の額と,-1
2312,猫の額の,-1
2313,熱鬧だ,-1
2314,熱鬧です,-1
2315,熱鬧と,-1
2316,熱鬧の,-1
2317,年寄りくさい,-1
2318,粘っこい,-1
2319,悩ましい,-1
2320,能なし,-1
2321,能無しだ,-1
2322,能無しです,-1
2323,能無しと,-1
2324,能無しの,-1
2325,波がある,-1
