,単語,ネガポジ値
2326,派手好みだ,-1
2327,派手好みです,-1
2328,派手好みと,-1
2329,派手好みの,-1
2330,破壊的だ,-1
2331,破壊的です,-1
2332,破戒無慙だ,-1
2333,破戒無慙です,-1
2334,破戒無慙と,-1
2335,破戒無慙の,-1
2336,破滅的だ,-1
2337,破滅的です,-1
2338,破廉恥だ,-1
2339,破廉恥です,-1
2340,破廉恥と,-1
2341,破廉恥の,-1
2342,馬の耳に念仏,-1
2343,馬耳東風だ,-1
2344,馬耳東風です,-1
2345,馬耳東風と,-1
2346,馬耳東風の,-1
2347,馬鹿くさい,-1
2348,馬鹿にする,-1
2349,馬鹿者,-1
2350,馬鹿野郎だ,-1
2351,馬鹿野郎です,-1
2352,馬鹿野郎と,-1
2353,馬鹿野郎の,-1
2354,馬鹿らしい,-1
2355,馬鹿臭い,-1
2356,馬鹿馬鹿しい,-1
2357,背筋が寒くなる,-1
2358,買い得です,-1
2359,売国奴だ,-1
2360,売国奴です,-1
2361,売国奴と,-1
2362,売国奴の,-1
2363,白々しい,-1
2364,白眼視する,-1
2365,薄ぎたない,-1
2366,薄ぐらい,-1
2367,薄っぺらだ,-1
2368,薄っぺらです,-1
2369,薄暗い,-1
2370,薄汚い,-1
2371,薄気味悪い,-1
2372,薄馬鹿だ,-1
2373,薄馬鹿です,-1
2374,薄馬鹿と,-1
2375,薄馬鹿の,-1
2376,薄氷を踏む思いだ,-1
2377,薄氷を踏む思いです,-1
2378,薄氷を踏む思いと,-1
2379,薄氷を踏む思いの,-1
2380,迫力がない,-1
2381,漠漠だ,-1
2382,漠漠です,-1
2383,漠漠と,-1
2384,漠漠の,-1
2385,莫迦だ,-1
2386,莫迦です,-1
2387,莫迦と,-1
2388,莫迦の,-1
2389,八方美人だ,-1
2390,八方美人です,-1
2391,八方美人と,-1
2392,八方美人の,-1
2393,髪の毛を逆立てる,-1
2394,罰金もの,-1
2395,抜差しならない,-1
2396,半可通だ,-1
2397,半可通です,-1
2398,半可通と,-1
2399,半可通の,-1
2400,半間だ,-1
2401,半間です,-1
2402,半人前だ,-1
2403,半人前です,-1
2404,半人前と,-1
2405,半人前の,-1
2406,反りが合わない,-1
2407,反対だ,-1
2408,繁雑だ,-1
2409,繁雑です,-1
2410,煩わしい,-1
2411,卑しい,-1
2412,卑しんぼうだ,-1
2413,卑しんぼうです,-1
2414,卑しんぼうと,-1
2415,卑しんぼうの,-1
2416,卑しん坊だ,-1
2417,卑しん坊です,-1
2418,卑しん坊と,-1
2419,卑しん坊の,-1
2420,卑わいだ,-1
2421,卑わいです,-1
2422,卑賎だ,-1
2423,卑賎です,-1
2424,卑賎と,-1
2425,卑賎の,-1
2426,卑俗だ,-1
2427,卑俗です,-1
2428,卑劣だ,-1
2429,卑劣です,-1
2430,卑猥だ,-1
2431,卑猥です,-1
2432,卑陋だ,-1
2433,卑陋です,-1
2434,卑陋と,-1
2435,卑陋の,-1
2436,否定的だ,-1
2437,否定的です,-1
2438,悲しい,-1
2439,悲酸だ,-1
2440,悲酸です,-1
2441,悲壮だ,-1
2442,悲壮です,-1
2443,悲壮と,-1
2444,悲壮の,-1
2445,悲愴だ,-1
2446,悲愴です,-1
2447,悲愴と,-1
2448,悲愴の,-1
2449,皮相だ,-1
2450,皮相です,-1
2451,非人道的だ,-1
2452,非人道的です,-1
2453,非の打ち所がある,-1
2454,尾篭だ,-1
2455,尾篭です,-1
2456,鼻に付く,-1
2457,鼻っぱしが強い,-1
2458,鼻っ柱が強い,-1
2459,鼻持ちがならない,-1
2460,鼻持ちならない,-1
2461,鼻息が荒い,-1
2462,表六玉だ,-1
2463,表六玉です,-1
2464,表六玉と,-1
2465,表六玉の,-1
2466,品がない,-1
2467,貧しい,-1
2468,貧寒だ,-1
2469,貧寒です,-1
2470,貧寒と,-1
2471,貧寒の,-1
2472,貧賎だ,-1
2473,貧賎です,-1
2474,貧相だ,-1
2475,貧相です,-1
2476,貧相と,-1
2477,貧相の,-1
2478,貧乏くさい,-1
2479,貧乏人だ,-1
2480,貧乏人です,-1
2481,貧乏人と,-1
2482,貧乏人の,-1
2483,不似合だ,-1
2484,不似合です,-1
2485,不似合と,-1
2486,不似合の,-1
2487,不深切だ,-1
2488,不深切です,-1
2489,不深切と,-1
2490,不深切の,-1
2491,不釣り合いだ,-1
2492,不釣り合いです,-1
2493,不釣り合いと,-1
2494,不釣り合いの,-1
2495,不熱心だ,-1
2496,不熱心です,-1
2497,不勉強,-1
2498,不ぞろいだ,-1
2499,不ぞろいです,-1
2500,不ぞろいと,-1
2501,不ぞろいの,-1
2502,不まじめだ,-1
2503,不まじめです,-1
2504,不穏だ,-1
2505,不穏です,-1
2506,不穏当だ,-1
2507,不穏当です,-1
2508,不穏当と,-1
2509,不穏当の,-1
2510,不可解だ,-1
2511,不可解です,-1
2512,不可思議だ,-1
2513,不可思議です,-1
2514,不格好だ,-1
2515,不格好です,-1
2516,不格好と,-1
2517,不格好の,-1
2518,不恰好だ,-1
2519,不恰好です,-1
2520,不恰好と,-1
2521,不恰好の,-1
2522,不謹慎だ,-1
2523,不謹慎です,-1
2524,不見識だ,-1
2525,不見識です,-1
2526,不甲斐ない,-1
2527,不行き届きだ,-1
2528,不行き届きです,-1
2529,不行届だ,-1
2530,不行届です,-1
2531,不行届きだ,-1
2532,不行届きです,-1
2533,不作法だ,-1
2534,不作法です,-1
2535,不作法と,-1
2536,不作法の,-1
2537,不充分だ,-1
2538,不充分です,-1
2539,不承知だ,-1
2540,不承知です,-1
2541,不承知と,-1
2542,不承知の,-1
2543,不粋だ,-1
2544,不粋です,-1
2545,不粋と,-1
2546,不粋の,-1
2547,不正直だ,-1
2548,不正直です,-1
2549,不正直と,-1
2550,不正直の,-1
2551,不精者,-1
2552,不誠実だ,-1
2553,不誠実です,-1
2554,不鮮明だ,-1
2555,不鮮明です,-1
2556,不相応だ,-1
2557,不相応です,-1
2558,不相応と,-1
2559,不相応の,-1
2560,不束だ,-1
2561,不束です,-1
2562,不体裁だ,-1
2563,不体裁です,-1
2564,不退転だ,-1
2565,不退転です,-1
2566,不退転と,-1
2567,不退転の,-1
2568,不釣合だ,-1
2569,不釣合です,-1
2570,不定だ,-1
2571,不定です,-1
2572,不適だ,-1
2573,不適です,-1
2574,不適と,-1
2575,不適の,-1
2576,不適切だ,-1
2577,不適切です,-1
2578,不適当だ,-1
2579,不適当です,-1
2580,不適当と,-1
2581,不適当の,-1
2582,不徹底だ,-1
2583,不徹底です,-1
2584,不透明だ,-1
2585,不透明です,-1
2586,不同だ,-1
2587,不同です,-1
2588,不得要領だ,-1
2589,不得要領です,-1
2590,不得要領と,-1
2591,不得要領の,-1
2592,不評を買う,-1
2593,不敏だ,-1
2594,不敏です,-1
2595,不本意だ,-1
2596,不本意です,-1
2597,不味い,-1
2598,不明瞭だ,-1
2599,不明瞭です,-1
2600,不明朗だ,-1
2601,不明朗です,-1
2602,不面目だ,-1
2603,不面目です,-1
2604,不慮だ,-1
2605,不慮です,-1
2606,不慮と,-1
2607,不慮の,-1
2608,不躾だ,-1
2609,不躾です,-1
2610,不躾と,-1
2611,不躾の,-1
2612,付けにくい,-1
2613,付け焼き刃だ,-1
2614,付け焼き刃です,-1
2615,付け焼き刃と,-1
2616,付け焼き刃の,-1
2617,敷居が高い,-1
2618,浮き腰だ,-1
2619,浮き腰です,-1
2620,浮き腰と,-1
2621,浮き腰の,-1
2622,浮き足立つ,-1
2623,浮薄だ,-1
2624,浮薄です,-1
2625,浮薄と,-1
2626,浮薄の,-1
2627,風の前のちりだ,-1
2628,風の前のちりです,-1
2629,風の前のちりと,-1
2630,風の前のちりの,-1
2631,風向きが悪い,-1
2632,風上にも置けない,-1
2633,風来坊だ,-1
2634,風来坊です,-1
2635,風来坊と,-1
2636,風来坊の,-1
2637,腹が黒い,-1
2638,腹が立つ,-1
2639,腹の立つ,-1
2640,腹汚い,-1
2641,腹だつ,-1
2642,腹黒い,-1
2643,複雑怪奇だ,-1
2644,複雑怪奇です,-1
2645,複雑怪奇と,-1
2646,複雑怪奇の,-1
2647,覆水盆に返るぬ,-1
2648,物々しい,-1
2649,物わかりが悪い,-1
2650,物わかりの悪い,-1
2651,物恐ろしい,-1
2652,物見高い,-1
2653,物寂しい,-1
2654,物臭だ,-1
2655,物臭です,-1
2656,物臭と,-1
2657,物臭の,-1
2658,物凄まじい,-1
2659,物足りない,-1
2660,物体無い,-1
2661,物悲しい,-1
2662,物物しい,-1
2663,物憂い,-1
2664,分がわるい,-1
2665,分が悪い,-1
2666,分からず屋,-1
2667,分かりづらい,-1
2668,分別臭い,-1
2669,紛い物だ,-1
2670,紛い物です,-1
2671,紛い物と,-1
2672,紛い物の,-1
2673,紛然だ,-1
2674,紛然です,-1
2675,紛然と,-1
2676,紛然の,-1
2677,紛紛だ,-1
2678,紛紛です,-1
2679,紛紛と,-1
2680,紛紛の,-1
2681,文無しだ,-1
2682,文無しです,-1
2683,文無しと,-1
2684,文無しの,-1
2685,聞きづらい,-1
2686,聞きにくい,-1
2687,聞き苦しい,-1
2688,聞き辛い,-1
2689,聞き分けのない,-1
2690,聞く〜にくい,-1
2691,聞苦しい,-1
2692,兵六玉だ,-1
2693,兵六玉です,-1
2694,兵六玉と,-1
2695,兵六玉の,-1
2696,米食い虫だ,-1
2697,米食い虫です,-1
2698,米食い虫と,-1
2699,米食い虫の,-1
2700,癖がある,-1
2701,蔑む,-1
2702,蔑ろだ,-1
2703,蔑ろです,-1
2704,偏狭だ,-1
2705,偏狭です,-1
2706,偏屈だ,-1
2707,偏屈です,-1
2708,偏窟だ,-1
2709,偏窟です,-1
2710,変ちきりんだ,-1
2711,変ちきりんです,-1
2712,変ちくりんだ,-1
2713,変ちくりんです,-1
2714,変則的だ,-1
2715,変則的です,-1
2716,片意地だ,-1
2717,片意地です,-1
2718,片意地と,-1
2719,片意地の,-1
2720,片寄る,-1
2721,片腹痛い,-1
2722,辺ぴだ,-1
2723,辺ぴです,-1
2724,辺鄙だ,-1
2725,辺鄙です,-1
2726,放佚だ,-1
2727,放佚です,-1
2728,法外だ,-1
2729,法外です,-1
2730,飽きが来る,-1
2731,飽き足りない,-1
2732,飽くっぽい,-1
2733,乏しい,-1
2734,忙しい,-1
2735,暴悪だ,-1
2736,暴悪です,-1
2737,暴悪と,-1
2738,暴悪の,-1
2739,暴慢だ,-1
2740,暴慢です,-1
2741,暴戻だ,-1
2742,暴戻です,-1
2743,暴戻と,-1
2744,暴戻の,-1
2745,暴力的だ,-1
2746,暴力的です,-1
2747,謀叛人,-1
2748,朴念仁だ,-1
2749,朴念仁です,-1
2750,朴念仁と,-1
2751,朴念仁の,-1
2752,凡愚だ,-1
2753,凡愚です,-1
2754,凡愚と,-1
2755,凡愚の,-1
2756,凡骨だ,-1
2757,凡骨です,-1
2758,凡骨と,-1
2759,凡骨の,-1
2760,埋もれる,-1
2761,末恐ろしい,-1
2762,慢性的だ,-1
2763,慢性的です,-1
2764,漫ろだ,-1
2765,漫ろです,-1
2766,味がない,-1
2767,味もそっけもない,-1
2768,味もそっけも無い,-1
2769,味も素気もない,-1
2770,味気ない,-1
2771,味気無い,-1
2772,味噌っ滓だ,-1
2773,味噌っ滓です,-1
2774,味噌っ滓と,-1
2775,味噌っ滓の,-1
2776,未練がましい,-1
2777,魅力がない,-1
2778,妙ちきりんだ,-1
2779,妙ちきりんです,-1
2780,無細工だ,-1
2781,無細工です,-1
2782,無細工と,-1
2783,無細工の,-1
2784,無愛敬だ,-1
2785,無愛敬です,-1
2786,無愛敬と,-1
2787,無愛敬の,-1
2788,無愛嬌だ,-1
2789,無愛嬌です,-1
2790,無愛嬌と,-1
2791,無愛嬌の,-1
2792,無闇矢鱈だ,-1
2793,無闇矢鱈です,-1
2794,無意義だ,-1
2795,無意義です,-1
2796,無為だ,-1
2797,無為です,-1
2798,無縁だ,-1
2799,無縁です,-1
2800,無音だ,-1
2801,無音です,-1
2802,無音と,-1
2803,無音の,-1
2804,無機的だ,-1
2805,無機的です,-1
2806,無気味だ,-1
2807,無気味です,-1
2808,無気味と,-1
2809,無気味の,-1
2810,無骨だ,-1
2811,無骨です,-1
2812,無骨と,-1
2813,無骨の,-1
2814,無作法だ,-1
2815,無作法です,-1
2816,無作法と,-1
2817,無作法の,-1
2818,無粋だ,-1
2819,無粋です,-1
2820,無恥だ,-1
2821,無恥です,-1
2822,無恥と,-1
2823,無恥の,-1
2824,無鉄砲だ,-1
2825,無鉄砲です,-1
2826,無頓着だ,-1
2827,無頓着です,-1
2828,無礼窮まりない,-1
2829,冥々だ,-1
2830,冥々です,-1
2831,冥々と,-1
2832,冥々の,-1
2833,名ばかりだ,-1
2834,名ばかりです,-1
2835,名ばかりと,-1
2836,名ばかりの,-1
2837,名残惜しい,-1
2838,命知らずだ,-1
2839,命知らずです,-1
2840,命知らずと,-1
2841,命知らずの,-1
2842,滅相だ,-1
2843,滅相です,-1
2844,滅相も無い,-1
2845,滅多矢鱈だ,-1
2846,滅多矢鱈です,-1
2847,滅茶だ,-1
2848,滅茶です,-1
2849,滅茶苦茶だ,-1
2850,滅茶苦茶です,-1
2851,滅茶滅茶だ,-1
2852,滅茶滅茶です,-1
2853,面の皮が厚い,-1
2854,面はゆい,-1
2855,面映ゆい,-1
2856,面憎い,-1
2857,面倒い,-1
2858,面倒臭い,-1
2859,面白みがない,-1
2860,模糊だ,-1
2861,模糊です,-1
2862,模糊と,-1
2863,模糊の,-1
2864,妄りだ,-1
2865,妄りです,-1
2866,毛羽立つ,-1
2867,盲信的だ,-1
2868,盲信的です,-1
2869,木で鼻をくくったようだ,-1
2870,木偶坊だ,-1
2871,木偶坊です,-1
2872,木偶坊と,-1
2873,木偶坊の,-1
2874,木偶の坊だ,-1
2875,木偶の坊です,-1
2876,木偶の坊と,-1
2877,木偶の坊の,-1
2878,目が回る,-1
2879,目に余る,-1
2880,目もあてられない,-1
2881,目もくれない,-1
2882,目をむく,-1
2883,目を回す,-1
2884,目を剥く,-1
2885,目を瞑る,-1
2886,目茶だ,-1
2887,目茶です,-1
2888,勿体ない,-1
2889,問題児だ,-1
2890,問題児です,-1
2891,問題児と,-1
2892,問題児の,-1
2893,悶悶だ,-1
2894,悶悶です,-1
2895,悶悶と,-1
2896,悶悶の,-1
2897,爺むさい,-1
2898,野卑だ,-1
2899,野卑です,-1
2900,野暮だ,-1
2901,野暮です,-1
2902,野暮ったい,-1
2903,野暮天だ,-1
2904,野暮天です,-1
2905,野暮天と,-1
2906,野暮天の,-1
2907,野鄙だ,-1
2908,野鄙です,-1
2909,野鄙と,-1
2910,野鄙の,-1
2911,油っこい,-1
2912,油断大敵だ,-1
2913,油断大敵です,-1
2914,油断大敵と,-1
2915,油断大敵の,-1
2916,憂い,-1
2917,憂うつだ,-1
2918,憂うつです,-1
2919,有り勝ちだ,-1
2920,有り勝ちです,-1
2921,有り得るない,-1
2922,有頂天だ,-1
2923,有頂天です,-1
2924,有頂天と,-1
2925,有頂天の,-1
2926,有難迷惑だ,-1
2927,有難迷惑です,-1
2928,由々しい,-1
2929,由無い,-1
2930,由由しい,-1
2931,遊びがない,-1
2932,融通の利かない,-1
2933,余儀ない,-1
2934,余計だ,-1
2935,余計です,-1
2936,余裕がない,-1
2937,余裕はない,-1
2938,与太だ,-1
2939,与太です,-1
2940,与太と,-1
2941,与太の,-1
2942,妖しい,-1
2943,揺らぐ,-1
2944,要注意だ,-1
2945,要注意です,-1
2946,要注意と,-1
2947,要注意の,-1
2948,欲深い,-1
2949,欲深だ,-1
2950,欲深です,-1
2951,欲深と,-1
2952,欲深の,-1
2953,欲張りだ,-1
2954,欲張りです,-1
2955,欲張りと,-1
2956,欲張りの,-1
2957,頼み少ない,-1
2958,頼めない,-1
2959,頼りない,-1
2960,頼り無い,-1
2961,落ちぶれる,-1
2962,落ち着かない,-1
2963,落ち着きのない,-1
2964,落ち着きの無い,-1
2965,乱脈だ,-1
2966,乱脈です,-1
2967,裏目だ,-1
2968,裏目です,-1
2969,裏目と,-1
2970,裏目の,-1
2971,率爾だ,-1
2972,率爾です,-1
2973,率爾と,-1
2974,率爾の,-1
2975,立遅れる,-1
2976,竜頭蛇尾だ,-1
2977,竜頭蛇尾です,-1
2978,竜頭蛇尾と,-1
2979,竜頭蛇尾の,-1
2980,涼しい顔だ,-1
2981,涼しい顔です,-1
2982,涼しい顔と,-1
2983,涼しい顔の,-1
2984,良いない,-1
2985,力無げだ,-1
2986,力無げです,-1
2987,淋しい,-1
2988,累卵だ,-1
2989,累卵です,-1
2990,累卵と,-1
2991,累卵の,-1
2992,冷やかだ,-1
2993,冷やかです,-1
2994,冷ややかだ,-1
2995,冷ややかです,-1
2996,冷や冷や,-1
2997,冷酷だ,-1
2998,冷酷です,-1
2999,冷酷と,-1
3000,冷酷の,-1
3001,冷然だ,-1
3002,冷然です,-1
3003,冷然と,-1
3004,冷然の,-1
3005,冷淡だ,-1
3006,冷淡です,-1
3007,劣だ,-1
3008,劣です,-1
3009,劣と,-1
3010,劣の,-1
3011,劣る,-1
3012,憐れだ,-1
3013,憐れです,-1
3014,蓮っ葉だ,-1
3015,蓮っ葉です,-1
3016,労しい,-1
3017,老醜だ,-1
3018,老醜です,-1
3019,老醜と,-1
3020,老醜の,-1
3021,論外だ,-1
3022,論外です,-1
3023,話にならない,-1
3024,佶屈だ,-1
3025,佶屈です,-1
3026,侘しい,-1
3027,傲岸だ,-1
3028,傲岸です,-1
3029,凛冽だ,-1
3030,凛冽です,-1
3031,凛冽と,-1
3032,凛冽の,-1
3033,吝ん坊だ,-1
3034,吝ん坊です,-1
3035,吝ん坊と,-1
3036,吝ん坊の,-1
3037,埒があくない,-1
3038,奢る,-1
3039,奸悪だ,-1
3040,奸悪です,-1
3041,奸悪と,-1
3042,奸悪の,-1
3043,奸賊だ,-1
3044,奸賊です,-1
3045,奸賊と,-1
3046,奸賊の,-1
3047,寥寥だ,-1
3048,寥寥です,-1
3049,寥寥と,-1
3050,寥寥の,-1
3051,尠少だ,-1
3052,尠少です,-1
3053,嶮難だ,-1
3054,嶮難です,-1
3055,怱忙だ,-1
3056,怱忙です,-1
3057,怱忙と,-1
3058,怱忙の,-1
3059,恬然の,-1
3060,悄然だ,-1
3061,悄然です,-1
3062,悄然と,-1
3063,悄然の,-1
3064,慄然だ,-1
3065,慄然です,-1
3066,慄然と,-1
3067,慄然の,-1
3068,憮然だ,-1
3069,憮然です,-1
3070,憮然と,-1
3071,憮然の,-1
3072,懦弱だ,-1
3073,懦弱です,-1
3074,懶い,-1
3075,朧だ,-1
3076,朧です,-1
3077,鬱陶しい,-1
3078,渾沌だ,-1
3079,渾沌です,-1
3080,渾沌と,-1
3081,渾沌の,-1
3082,熾烈だ,-1
3083,熾烈です,-1
3084,狡い,-1
3085,狡辛い,-1
3086,狡猾だ,-1
3087,狡猾です,-1
3088,狡獪だ,-1
3089,狡獪です,-1
3090,狡獪と,-1
3091,狡獪の,-1
3092,狷介だ,-1
3093,狷介です,-1
3094,猥雑だ,-1
3095,猥雑です,-1
3096,猥雑と,-1
3097,猥雑の,-1
3098,猥褻だ,-1
3099,猥褻です,-1
3100,獰猛だ,-1
3101,獰猛です,-1
3102,獰猛と,-1
3103,獰猛の,-1
3104,瑣細だ,-1
3105,瑣細です,-1
3106,瑣末だ,-1
3107,瑣末です,-1
3108,疚しい,-1
3109,癇に障る,-1
3110,穢い,-1
3111,穢らしい,-1
3112,穢らわしい,-1
3113,羞悪だ,-1
3114,羞悪です,-1
3115,羞悪と,-1
3116,羞悪の,-1
3117,羸弱だ,-1
3118,羸弱です,-1
3119,翳りだ,-1
3120,翳りです,-1
3121,翳りと,-1
3122,翳りの,-1
3123,耄碌,-1
3124,聊爾だ,-1
3125,聊爾です,-1
3126,腑ぬけだ,-1
3127,腑ぬけです,-1
3128,腑ぬけと,-1
3129,腑ぬけの,-1
3130,腑甲斐ない,-1
3131,腑抜けだ,-1
3132,腑抜けです,-1
3133,腑抜けと,-1
3134,腑抜けの,-1
3135,茫漠です,-1
3136,茫漠と,-1
3137,茫漠の,-1
3138,茫洋だ,-1
3139,茫洋です,-1
3140,褊狭だ,-1
3141,褊狭です,-1
3142,褊狭と,-1
3143,褊狭の,-1
3144,訝しい,-1
3145,諤々です,-1
3146,諤々と,-1
3147,諤々の,-1
3148,諤諤だ,-1
3149,諤諤です,-1
3150,諤諤と,-1
3151,諤諤の,-1
3152,贅沢すぎる,-1
3153,躁急だ,-1
3154,躁急です,-1
3155,遽しい,-1
3156,鄙劣だ,-1
3157,鄙劣です,-1
3158,鄙猥だ,-1
3159,鄙猥です,-1
3160,鄙陋だ,-1
3161,鄙陋です,-1
3162,鄙陋と,-1
3163,鄙陋の,-1
3164,陋劣だ,-1
3165,陋劣です,-1
3166,驕傲だ,-1
3167,驕傲です,-1
3168,驕傲と,-1
3169,驕傲の,-1
3170,驕奢だ,-1
3171,驕奢です,-1
3172,,1
3173,あこがれる,1
3174,あじわう,1
3175,かなう,1
3176,こだわりがある,1
3177,したう,1
3178,すがすがしい,1
3179,すすめる,1
3180,そろう,1
3181,できあがる,1
3182,なおる,1
3183,ぬぐえる,1
3184,はかどる,1
3185,はがせる,1
3186,はずせる,1
3187,はたせる,1
3188,ほっとする,1
3189,ほめる,1
3190,ほれる,1
3191,ほれ込む,1
3192,まぬがれる,1
3193,みたす,1
3194,もてなしてもらう,1
3195,やせる,1
3196,よろこぶ,1
3197,ストレスがない,1
3198,愛される,1
3199,扱うことができる,1
3200,扱うことはできる,1
3201,扱える,1
3202,慰めてもらう,1
3203,移すことができる,1
3204,移すことはできる,1
3205,移せる,1
3206,育つ,1
3207,育ててくれる,1
3208,育ててもらう,1
3209,飲み干せる,1
3210,飲み込める,1
3211,温まる,1
3212,改める,1
3213,開けれる,1
3214,開けることができる,1
3215,開けることはできる,1
3216,外すことができる,1
3217,外すことはできる,1
3218,外せる,1
3219,楽しい,1
3220,楽しむ,1
3221,恰好がつく,1
3222,活かす,1
3223,叶う,1
3224,寛ぐ,1
3225,感無量だ,1
3226,感無量です,1
3227,感無量と,1
3228,感無量の,1
3229,慣れる,1
3230,貫くことができる,1
3231,貫くことはできる,1
3232,貫ける,1
3233,間に合う,1
3234,頑張る,1
3235,頑張れる,1
3236,喜ぶ,1
3237,気にいる,1
3238,気に入る,1
3239,気持がいい,1
3240,気持ちがいい,1
3241,気持ちいい,1
3242,気持ち良い,1
3243,貴ぶ,1
3244,救う,1
3245,教えてもらう,1
3246,胸が踊る,1
3247,胸のすくような,1
3248,曲げることができる,1
3249,曲げることはできる,1
3250,極める,1
3251,薫る,1
3252,契約開始できる,1
3253,契約更新できる,1
3254,契約成立できる,1
3255,敬う,1
3256,建てることができる,1
3257,建てることはできる,1
3258,研くことができる,1
3259,研くことはできる,1
3260,研ぐことができる,1
3261,研ぐことはできる,1
3262,研ける,1
3263,研げる,1
3264,肩の荷がおりる,1
3265,肩身が広い,1
3266,見せることができる,1
3267,見せることはできる,1
3268,減らすことができる,1
3269,減らすことはできる,1
3270,好く,1
3271,好む,1
3272,耕すことができる,1
3273,耕すことはできる,1
3274,耕せる,1
3275,合わせることができる,1
3276,合わせることはできる,1
3277,惚れこむ,1
3278,惚れる,1
3279,惚れ惚れ,1
3280,惚れ込む,1
3281,産まれる,1
3282,産むことができる,1
3283,産むことはできる,1
3284,産める,1
3285,支払うことができる,1
3286,支払うことはできる,1
3287,支払える,1
3288,似合う,1
3289,治しれもらう,1
3290,治る,1
3291,自信がある,1
3292,実る,1
3293,惹かれる,1
3294,取り除くことができる,1
3295,取り除くことはできる,1
3296,取り除ける,1
3297,受け付けられる,1
3298,授かる,1
3299,授けてもらう,1
3300,収まる,1
3301,修める,1
3302,祝ってもらう,1
3303,出来上る,1
3304,出来る,1
3305,出来上がる,1
3306,潤う,1
3307,助かる,1
3308,勝つ,1
3309,勝てる,1
3310,譲ってもらう,1
3311,伸びる,1
3312,信じる,1
3313,心酔する,1
3314,親しむ,1
3315,吹ける,1
3316,遂げる,1
3317,澄む,1
3318,整う,1
3319,晴れる,1
3320,盛り上げる,1
3321,掻き立てる,1
3322,送ってもらう,1
3323,贈る,1
3324,足りる,1
3325,足る,1
3326,揃う,1
3327,揃えることができる,1
3328,揃えることはできる,1
3329,待ち遠しい,1
3330,待遠しい,1
3331,鍛えてくれる,1
3332,鍛えてもらう,1
3333,断ち切る,1
3334,断切る,1
3335,暖める,1
3336,知らせてもらう,1
3337,蓄える,1
3338,貯える,1
3339,貯める,1
3340,調う,1
3341,調べることができる,1
3342,調べることはできる,1
3343,調べるてもらう,1
3344,跳べる,1
3345,捗る,1
3346,直してもらう,1
3347,直る,1
3348,適う,1
3349,動かせる,1
3350,動かすことができる,1
3351,動かすことはできる,1
3352,動くことができる,1
3353,動くことはできる,1
3354,動ける,1
3355,導くことができる,1
3356,導くことはできる,1
3357,導ける,1
3358,憧れる,1
3359,匂う,1
3360,入れてもらう,1
3361,買い戻せる,1
3362,薄らぐ,1
3363,付き合う,1
3364,富む,1
3365,撫でてもらう,1
3366,編むことができる,1
3367,編むことはできる,1
3368,編める,1
3369,保つ,1
3370,縫える,1
3371,望める,1
3372,満たすことができる,1
3373,満たすことはできる,1
3374,満腹,1
3375,味わう,1
3376,免れる,1
3377,儲る,1
3378,儲かる,1
3379,優る,1
3380,落ち着く,1
3381,落ち着ける,1
3382,履ける,1
3383,理解できる,1
3384,離せる,1
3385,労ってもらう,1
3386,賄うことができる,1
3387,賄うことはできる,1
3388,賄える,1
3389,恍惚だ,1
3390,恍惚です,1
3391,恍惚と,1
3392,恍惚の,1
3393,憬れる,1
3394,挾める,1
3395,揉んでもらう,1
3396,,1
3397,ＧＯＯＤ,1
3398,Ｇｏｏｄ,1
3399,ＶＩＰだ,1
3400,ＶＩＰです,1
3401,ＶＩＰと,1
3402,ＶＩＰの,1
3403,ｇｏｏｄ,1
3404,あう,1
3405,あか抜ける,1
3406,あでやかだ,1
3407,あでやかです,1
3408,あわせやすい,1
3409,いい,1
3410,いいあんばい,1
3411,いい感じだ,1
3412,いい感じです,1
3413,いい感じと,1
3414,いい感じの,1
3415,いい気持ちだ,1
3416,いい気持ちです,1
3417,いい気持ちと,1
3418,いい気持ちの,1
3419,いい気分だ,1
3420,いい気分です,1
3421,いい気分と,1
3422,いい気分の,1
3423,いい具合だ,1
3424,いい具合です,1
3425,いい具合と,1
3426,いい具合の,1
3427,いかす,1
3428,いじらしい,1
3429,いたいけだ,1
3430,いたいけです,1
3431,いとおしい,1
3432,うきうき,1
3433,うっとり,1
3434,うなづける,1
3435,うまい,1
3436,えり抜きだ,1
3437,えり抜きです,1
3438,えり抜きと,1
3439,えり抜きの,1
3440,おいしい,1
3441,おおらかだ,1
3442,おおらかです,1
3443,おしゃまだ,1
3444,おしゃまです,1
3445,おしゃまと,1
3446,おしゃまの,1
3447,おすすめだ,1
3448,おすすめです,1
3449,おすすめと,1
3450,おすすめの,1
3451,おとなしやかだ,1
3452,おとなしやかです,1
3453,おなじみだ,1
3454,おなじみです,1
3455,おなじみと,1
3456,おなじみの,1
3457,お気にいりだ,1
3458,お気にいりです,1
3459,お気にいりと,1
3460,お気にいりの,1
3461,お気に入りだ,1
3462,お気に入りです,1
3463,お気に入りと,1
3464,お気に入りの,1
3465,お茶の子さいさいだ,1
3466,お茶の子さいさいです,1
3467,お茶の子さいさいと,1
3468,お茶の子さいさいの,1
3469,お買い得だ,1
3470,お買い得です,1
3471,お買い得と,1
3472,お買い得の,1
3473,かいがいしい,1
3474,かしこい,1
3475,かっちり,1
3476,かっ達だ,1
3477,かっ達です,1
3478,かわいらしい,1
3479,きっちり,1
3480,きびきび,1
3481,きびきびする,1
3482,きめ細かだ,1
3483,きめ細かです,1
3484,きめ細かい,1
